"Antigua and Barbuda"	"ATG"	"Electricity production (kWh)"	"EG.ELC.PROD.KH"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"Australia"	"AUS"	"Electricity production (kWh)"	"EG.ELC.PROD.KH"	"21449000000"	"23058000000"	"24549000000"	"27386000000"	"30426000000"	"33461000000"	"35976000000"	"38923000000"	"41762000000"	"45607000000"	"49381000000"	"53045000000"	"55583000000"	"64411000000"	"69603000000"	"73579000000"	"76392000000"	"82487000000"	"85794000000"	"90643000000"	"95234000000"	"102208000000"	"104413000000"	"105517000000"	"111504000000"	"119660000000"	"125374000000"	"131523000000"	"138294000000"	"147082000000"	"154287000000"	"156536000000"	"159126000000"	"163236000000"	"167169000000"	"172805000000"	"177275000000"	"182599000000"	"195019000000"	"203627000000"	"209864000000"	"224265000000"	"227378000000"	"221905000000"	"229563000000"	"228347000000"	"232726000000"	"242978000000"	"243072000000"	"248686000000"	"252107000000"	"252572000000"	"252260000000"	""	""
"Austria"	"AUT"	"Electricity production (kWh)"	"EG.ELC.PROD.KH"	"15442000000"	"16166000000"	"17264000000"	"17851000000"	"19896000000"	"21852000000"	"23527000000"	"24128000000"	"25365000000"	"25933000000"	"29536000000"	"28202000000"	"28925000000"	"30916000000"	"33405000000"	"34933000000"	"34834000000"	"37328000000"	"37677000000"	"40197000000"	"41600000000"	"42246000000"	"42235000000"	"41972000000"	"41663000000"	"43742000000"	"43977000000"	"49688000000"	"48149000000"	"49155000000"	"49296000000"	"50181000000"	"49939000000"	"51371000000"	"52111000000"	"55178000000"	"53574000000"	"55685000000"	"55910000000"	"59916000000"	"59874000000"	"61067000000"	"60706000000"	"58097000000"	"61947000000"	"64066000000"	"62099000000"	"62612000000"	"64540000000"	"66307000000"	"67929000000"	"62160000000"	"64469000000"	""	""
"Azerbaijan"	"AZE"	"Electricity production (kWh)"	"EG.ELC.PROD.KH"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"23152000000"	"23450000000"	"19763000000"	"19051000000"	"17571000000"	"17044000000"	"17087000000"	"16836000000"	"17998000000"	"18176000000"	"18699000000"	"18970000000"	"18701000000"	"21286000000"	"21744000000"	"22872000000"	"24543000000"	"21847000000"	"21643000000"	"18868000000"	"18710000000"	"20294000000"	""	""	""
"Burundi"	"BDI"	"Electricity production (kWh)"	"EG.ELC.PROD.KH"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"Belgium"	"BEL"	"Electricity production (kWh)"	"EG.ELC.PROD.KH"	"15152000000"	"16029000000"	"17545000000"	"18812000000"	"20551000000"	"21433000000"	"22648000000"	"23691000000"	"26460000000"	"29165000000"	"30523000000"	"33237000000"	"37060000000"	"40615000000"	"42314000000"	"40818000000"	"47123000000"	"46869000000"	"50559000000"	"51905000000"	"53091000000"	"50051000000"	"49978000000"	"51869000000"	"53690000000"	"56259000000"	"57621000000"	"62327000000"	"64541000000"	"66877000000"	"70292000000"	"71186000000"	"71410000000"	"70068000000"	"71341000000"	"73516000000"	"75138000000"	"77861000000"	"82075000000"	"83366000000"	"82773000000"	"78618000000"	"80939000000"	"83561000000"	"84353000000"	"85709000000"	"84348000000"	"87526000000"	"83583000000"	"89796000000"	"93764000000"	"89008000000"	"77272000000"	""	""
"Benin"	"BEN"	"Electricity production (kWh)"	"EG.ELC.PROD.KH"	""	""	""	""	""	""	""	""	""	""	""	"0"	"0"	"9000000"	"3000000"	"4000000"	"4000000"	"5000000"	"5000000"	"8000000"	"10000000"	"15000000"	"7000000"	"21000000"	"61000000"	"24000000"	"26000000"	"26000000"	"20000000"	"20000000"	"21000000"	"23000000"	"25000000"	"26000000"	"52000000"	"33000000"	"47000000"	"59000000"	"79000000"	"72000000"	"84000000"	"66000000"	"63000000"	"80000000"	"81000000"	"107000000"	"154000000"	"220000000"	"229000000"	"128000000"	"150000000"	"154000000"	""	""	""
"Burkina Faso"	"BFA"	"Electricity production (kWh)"	"EG.ELC.PROD.KH"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"Bangladesh"	"BGD"	"Electricity production (kWh)"	"EG.ELC.PROD.KH"	""	""	""	""	""	""	""	""	""	""	""	"1030000000"	"1030000000"	"1404000000"	"1549000000"	"1627000000"	"1769000000"	"1934000000"	"2219000000"	"2402000000"	"2353000000"	"2662000000"	"3036000000"	"3433000000"	"3966000000"	"4528000000"	"4800000000"	"5587000000"	"6541000000"	"7115000000"	"7732000000"	"8270000000"	"8894000000"	"9206000000"	"9784000000"	"10806000000"	"11474000000"	"11858000000"	"12882000000"	"14450000000"	"15771000000"	"17392000000"	"18665000000"	"19712000000"	"24684000000"	"26448000000"	"29536000000"	"31011000000"	"34319000000"	"37225000000"	"41710000000"	"44061000000"	""	""	""
"Bulgaria"	"BGR"	"Electricity production (kWh)"	"EG.ELC.PROD.KH"	""	""	""	""	""	""	""	""	""	""	""	"21016000000"	"22271000000"	"21956000000"	"22806000000"	"25237000000"	"27747000000"	"29710000000"	"31492000000"	"32368000000"	"34835000000"	"36972000000"	"40459000000"	"42648000000"	"44672000000"	"41632000000"	"41820000000"	"43473000000"	"45021000000"	"44328000000"	"42141000000"	"40862000000"	"35610000000"	"37997000000"	"38133000000"	"41789000000"	"42716000000"	"42621000000"	"41483000000"	"38019000000"	"40646000000"	"43534000000"	"42169000000"	"42328000000"	"41426000000"	"43972000000"	"45502000000"	"42937000000"	"44584000000"	"42381000000"	"46017000000"	"50023000000"	""	""	""
"Bahrain"	"BHR"	"Electricity production (kWh)"	"EG.ELC.PROD.KH"	""	""	""	""	""	""	""	""	""	""	""	"430000000"	"450000000"	"500000000"	"575000000"	"700000000"	"900000000"	"1110000000"	"1212000000"	"1474000000"	"1660000000"	"1814000000"	"2009000000"	"2216000000"	"2187000000"	"2637000000"	"2892000000"	"2996000000"	"3162000000"	"3294000000"	"3482000000"	"3320000000"	"3896000000"	"4245000000"	"4550000000"	"4612000000"	"5016000000"	"5040000000"	"5773000000"	"5956000000"	"6297000000"	"6779000000"	"7278000000"	"7768000000"	"8448000000"	"8867000000"	"9745000000"	"10908000000"	"11933000000"	"12056000000"	"13230000000"	"13826000000"	""	""	""
"Bahamas The"	"BHS"	"Electricity production (kWh)"	"EG.ELC.PROD.KH"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"Bosnia and Herzegovina"	"BIH"	"Electricity production (kWh)"	"EG.ELC.PROD.KH"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14632000000"	"13785000000"	"6525000000"	"3327000000"	"4244000000"	"4401000000"	"7340000000"	"8765000000"	"9077000000"	"10154000000"	"10429000000"	"10638000000"	"10785000000"	"11266000000"	"12728000000"	"12602000000"	"13309000000"	"11784000000"	"14823000000"	"15668000000"	"17124000000"	"15280000000"	""	""	""
"Belarus"	"BLR"	"Electricity production (kWh)"	"EG.ELC.PROD.KH"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"39526000000"	"38735000000"	"37595000000"	"33369000000"	"31397000000"	"24918000000"	"23728000000"	"26057000000"	"23492000000"	"26516000000"	"26101000000"	"25063000000"	"26456000000"	"26627000000"	"31210000000"	"30961000000"	"31811000000"	"31829000000"	"35048000000"	"30376000000"	"34895000000"	"32192000000"	""	""	""
"Belize"	"BLZ"	"Electricity production (kWh)"	"EG.ELC.PROD.KH"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"Bermuda"	"BMU"	"Electricity production (kWh)"	"EG.ELC.PROD.KH"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"Bolivia"	"BOL"	"Electricity production (kWh)"	"EG.ELC.PROD.KH"	""	""	""	""	""	""	""	""	""	""	""	"1040000000"	"1133000000"	"1171000000"	"1273000000"	"1347000000"	"1436000000"	"1590000000"	"1721000000"	"1822000000"	"1619000000"	"1802000000"	"1700000000"	"1757000000"	"1804000000"	"1776000000"	"1838000000"	"1838000000"	"1947000000"	"2096000000"	"2311000000"	"2276000000"	"2412000000"	"2651000000"	"2824000000"	"3019000000"	"3238000000"	"3472000000"	"3710000000"	"3881000000"	"3880000000"	"3980000000"	"4184000000"	"4332000000"	"4523000000"	"4896000000"	"5300000000"	"5734000000"	"5817000000"	"6121000000"	"6768000000"	"7222000000"	""	""	""
"Brazil"	"BRA"	"Electricity production (kWh)"	"EG.ELC.PROD.KH"	""	""	""	""	""	""	""	""	""	""	""	"51579000000"	"57156000000"	"64727000000"	"71698000000"	"78936000000"	"90033000000"	"101010000000"	"112729000000"	"126775000000"	"139381000000"	"142186000000"	"152088000000"	"162492000000"	"179388000000"	"193682000000"	"202128000000"	"203331000000"	"214947000000"	"221523000000"	"222821000000"	"234378000000"	"241732000000"	"251976000000"	"260041000000"	"275601000000"	"291278000000"	"307982000000"	"321748000000"	"334716000000"	"348910000000"	"328508000000"	"345671000000"	"364339000000"	"387453000000"	"403033000000"	"419337000000"	"445147000000"	"463120000000"	"466158000000"	"515798000000"	"531758000000"	""	""	""
"Barbados"	"BRB"	"Electricity production (kWh)"	"EG.ELC.PROD.KH"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"Brunei Darussalam"	"BRN"	"Electricity production (kWh)"	"EG.ELC.PROD.KH"	""	""	""	""	""	""	""	""	""	""	""	"250000000"	"250000000"	"246000000"	"250000000"	"250000000"	"250000000"	"250000000"	"250000000"	"250000000"	"343000000"	"473000000"	"567000000"	"682000000"	"750000000"	"766000000"	"777000000"	"1042000000"	"1096000000"	"1132000000"	"1172000000"	"1269000000"	"1407000000"	"1548000000"	"1663000000"	"1966000000"	"2123000000"	"2407000000"	"2504000000"	"2434000000"	"2543000000"	"2579000000"	"2701000000"	"3191000000"	"3264000000"	"3264000000"	"3298000000"	"3395000000"	"3423000000"	"3612000000"	"3792000000"	"3725000000"	""	""	""
"Bhutan"	"BTN"	"Electricity production (kWh)"	"EG.ELC.PROD.KH"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"Botswana"	"BWA"	"Electricity production (kWh)"	"EG.ELC.PROD.KH"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"536000000"	"522000000"	"463000000"	"475000000"	"487000000"	"597000000"	"906000000"	"808000000"	"848000000"	"906000000"	"935000000"	"1124000000"	"1124000000"	"1088000000"	"1041000000"	"757000000"	"767000000"	"1128000000"	"1128000000"	"947000000"	"1010000000"	"896000000"	"724000000"	"787000000"	"867000000"	"866000000"	"726000000"	"631000000"	"550000000"	"457000000"	"372000000"	""	""	""
"Central African Republic"	"CAF"	"Electricity production (kWh)"	"EG.ELC.PROD.KH"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"Canada"	"CAN"	"Electricity production (kWh)"	"EG.ELC.PROD.KH"	"115966000000"	"115295000000"	"119328000000"	"124477000000"	"137500000000"	"147203000000"	"161282000000"	"169103000000"	"180503000000"	"195424000000"	"209512000000"	"221833000000"	"246127000000"	"270081000000"	"283515000000"	"277080000000"	"298220000000"	"322026000000"	"342907000000"	"359110000000"	"373278000000"	"390460000000"	"387349000000"	"407830000000"	"437010000000"	"458908000000"	"468478000000"	"496248000000"	"505838000000"	"499470000000"	"482041000000"	"508461000000"	"520279000000"	"532117000000"	"555673000000"	"560005000000"	"572929000000"	"573600000000"	"561649000000"	"578945000000"	"605596000000"	"589780000000"	"601158000000"	"589542000000"	"599865000000"	"626033000000"	"613364000000"	"638882000000"	"640940000000"	"613936000000"	"601893000000"	"636878000000"	"645653000000"	""	""
"Central Europe and the Baltics"	"CEB"	"Electricity production (kWh)"	"EG.ELC.PROD.KH"	""	""	""	""	""	""	""	""	""	""	""	"231852910608.314"	"252648007752.003"	"269869512920.472"	"287226098177.103"	"308140596470.15"	"331014962113.765"	"347826402728.884"	"368464710484.528"	"369938530732.155"	"385654857775.388"	"384521149892.598"	"392088046974.114"	"408595557390.868"	"426299491445.631"	"429330350923.771"	"443539087697.336"	"453550693160.146"	"456333101761.844"	"460249218246.333"	"430651000000"	"415966000000"	"389624000000"	"389001000000"	"388379000000"	"407176000000"	"421823000000"	"416424000000"	"419457000000"	"409808000000"	"422728000000"	"437364000000"	"440462000000"	"454877000000"	"460677000000"	"464780000000"	"473848000000"	"476542000000"	"473998000000"	"452850000000"	"468711000000"	"476012000000"	""	""	""
"Switzerland"	"CHE"	"Electricity production (kWh)"	"EG.ELC.PROD.KH"	"20700000000"	"21790000000"	"21416000000"	"22795000000"	"22375000000"	"25228000000"	"28361000000"	"30752000000"	"30721000000"	"29433000000"	"34776000000"	"31181000000"	"31879000000"	"36817000000"	"37102000000"	"42979000000"	"36088000000"	"45890000000"	"42250000000"	"45465000000"	"48175000000"	"51834000000"	"52508000000"	"52195000000"	"49555000000"	"55537000000"	"56541000000"	"58795000000"	"59678000000"	"53749000000"	"54994000000"	"56886000000"	"58311000000"	"60861000000"	"65423000000"	"62247000000"	"56250000000"	"61993000000"	"62304000000"	"68673000000"	"66124000000"	"71059000000"	"65467000000"	"65398000000"	"63863000000"	"57787000000"	"62135000000"	"66437000000"	"67036000000"	"66672000000"	"66059000000"	"62897000000"	"67985000000"	""	""
"Channel Islands"	"CHI"	"Electricity production (kWh)"	"EG.ELC.PROD.KH"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"Chile"	"CHL"	"Electricity production (kWh)"	"EG.ELC.PROD.KH"	""	""	""	""	""	""	""	""	""	""	""	"8524000000"	"8934000000"	"8766000000"	"9297000000"	"8732000000"	"9277000000"	"9776000000"	"10360000000"	"11134000000"	"11751000000"	"11978000000"	"11871000000"	"12624000000"	"13497000000"	"14040000000"	"14744000000"	"15637000000"	"16915000000"	"17811000000"	"18372000000"	"19961000000"	"22363000000"	"24003000000"	"25277000000"	"28027000000"	"30733000000"	"33297000000"	"35509000000"	"38390000000"	"40078000000"	"42531000000"	"43671000000"	"46829000000"	"51208000000"	"52484000000"	"55320000000"	"58509000000"	"59704000000"	"60722000000"	"60434000000"	"65713000000"	"68385000000"	""	""
"China"	"CHN"	"Electricity production (kWh)"	"EG.ELC.PROD.KH"	""	""	""	""	""	""	""	""	""	""	""	"138400000000"	"152400000000"	"166800000000"	"168800000000"	"195840000000"	"203130000000"	"223404000000"	"256552000000"	"281950000000"	"300630000000"	"309270000000"	"327680000000"	"351440000000"	"377390000000"	"410690000000"	"449530000000"	"497270000000"	"545210000000"	"584810000000"	"621204000000"	"677561000000"	"753957000000"	"838282000000"	"928128000000"	"1007797000000"	"1080124000000"	"1135772000000"	"1167384000000"	"1239811000000"	"1356237000000"	"1481582000000"	"1654921000000"	"1911678000000"	"2204718000000"	"2502498000000"	"2869825000000"	"3287504000000"	"3481993000000"	"3742043000000"	"4208128000000"	"4715716000000"	""	""	""
"Cote d'Ivoire"	"CIV"	"Electricity production (kWh)"	"EG.ELC.PROD.KH"	""	""	""	""	""	""	""	""	""	""	""	"588000000"	"692000000"	"796000000"	"854000000"	"962000000"	"1115000000"	"1243000000"	"1414000000"	"1819000000"	"1749000000"	"1888000000"	"1947000000"	"1937000000"	"1496000000"	"1784000000"	"1861000000"	"2173000000"	"2311000000"	"2201000000"	"1983000000"	"1817000000"	"1850000000"	"2188000000"	"2361000000"	"2947000000"	"3258000000"	"4031000000"	"4022000000"	"4817000000"	"4800000000"	"4885000000"	"5294000000"	"5087000000"	"5510000000"	"5681000000"	"5655000000"	"5631000000"	"5800000000"	"5872000000"	"5959000000"	"6099000000"	""	""	""
"Cameroon"	"CMR"	"Electricity production (kWh)"	"EG.ELC.PROD.KH"	""	""	""	""	""	""	""	""	""	""	""	"1075000000"	"1115000000"	"1118000000"	"1247000000"	"1360000000"	"1326000000"	"1300000000"	"1337000000"	"1387000000"	"1453000000"	"1909000000"	"2148000000"	"2164000000"	"2216000000"	"2441000000"	"2478000000"	"2508000000"	"2623000000"	"2707000000"	"2697000000"	"2710000000"	"2737000000"	"2832000000"	"2720000000"	"2785000000"	"2901000000"	"3128000000"	"3168000000"	"3376000000"	"3480000000"	"3541000000"	"3300000000"	"3684000000"	"4110000000"	"4004000000"	"5106000000"	"5243000000"	"5681000000"	"5783000000"	"5899000000"	"5996000000"	""	""	""
"Congo Rep."	"COG"	"Electricity production (kWh)"	"EG.ELC.PROD.KH"	""	""	""	""	""	""	""	""	""	""	""	"88000000"	"102000000"	"96000000"	"99000000"	"105000000"	"114000000"	"104000000"	"66000000"	"130000000"	"155000000"	"158000000"	"195000000"	"234000000"	"253000000"	"294000000"	"270000000"	"281000000"	"292000000"	"400000000"	"493000000"	"480000000"	"428000000"	"362000000"	"324000000"	"354000000"	"458000000"	"453000000"	"344000000"	"111000000"	"296000000"	"334000000"	"396000000"	"399000000"	"397000000"	"433000000"	"453000000"	"416000000"	"495000000"	"539000000"	"785000000"	"1293000000"	""	""	""
"Colombia"	"COL"	"Electricity production (kWh)"	"EG.ELC.PROD.KH"	""	""	""	""	""	""	""	""	""	""	""	"10240000000"	"10527000000"	"11627000000"	"12932000000"	"12931000000"	"13706000000"	"15257000000"	"17363000000"	"19005000000"	"20446000000"	"20777000000"	"22182000000"	"22905000000"	"25294000000"	"26827000000"	"29430000000"	"31497000000"	"33012000000"	"34970000000"	"36357000000"	"36990000000"	"32944000000"	"38559000000"	"41409000000"	"42716000000"	"43362000000"	"44605000000"	"44897000000"	"42822000000"	"43125000000"	"43442000000"	"45042000000"	"46541000000"	"49719000000"	"50337000000"	"53783000000"	"55246000000"	"55953000000"	"57189000000"	"56792000000"	"61822000000"	""	""	""
"Comoros"	"COM"	"Electricity production (kWh)"	"EG.ELC.PROD.KH"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"Cabo Verde"	"CPV"	"Electricity production (kWh)"	"EG.ELC.PROD.KH"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"Costa Rica"	"CRI"	"Electricity production (kWh)"	"EG.ELC.PROD.KH"	""	""	""	""	""	""	""	""	""	""	""	"1148000000"	"1267000000"	"1347000000"	"1468000000"	"1531000000"	"1647000000"	"1760000000"	"1925000000"	"1997000000"	"2226000000"	"2365000000"	"2464000000"	"2870000000"	"3067000000"	"2816000000"	"2949000000"	"3133000000"	"3193000000"	"3410000000"	"3468000000"	"3864000000"	"4912000000"	"4912000000"	"4912000000"	"4865000000"	"4802000000"	"5611000000"	"5413000000"	"6179000000"	"6919000000"	"6745000000"	"7526000000"	"7453000000"	"8215000000"	"8260000000"	"8697000000"	"9050000000"	"9475000000"	"9311000000"	"9584000000"	"9833000000"	""	""	""
"Caribbean small states"	"CSS"	"Electricity production (kWh)"	"EG.ELC.PROD.KH"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"Cuba"	"CUB"	"Electricity production (kWh)"	"EG.ELC.PROD.KH"	""	""	""	""	""	""	""	""	""	""	""	"5020000000"	"5269000000"	"5708000000"	"6019000000"	"6588000000"	"7195000000"	"7705000000"	"8484000000"	"9402000000"	"9989000000"	"10575000000"	"11072000000"	"11552000000"	"12291000000"	"12199000000"	"13176000000"	"13593000000"	"14542000000"	"15239000000"	"15024000000"	"13247000000"	"11538000000"	"11002000000"	"11965000000"	"12459000000"	"13236000000"	"14146000000"	"14148000000"	"14492000000"	"15032000000"	"15299000000"	"15699000000"	"15810000000"	"15634000000"	"15342000000"	"16469000000"	"17621000000"	"17677000000"	"17728000000"	"17397000000"	"17755000000"	""	""	""
"Curacao"	"CUW"	"Electricity production (kWh)"	"EG.ELC.PROD.KH"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"Cayman Islands"	"CYM"	"Electricity production (kWh)"	"EG.ELC.PROD.KH"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
